phage,host,class,dataset,morphology,concentration
KX683293,AP014565,0,train,Myoviridae,0.001
NC_016765,CP012196,0,train,Podoviridae,0.001
MK112553,CP027541,1,train,Myoviridae,0.001
NC_026588,CP027541,1,train,Siphoviridae,0.001
MH834600,NZ_UGVK01000001,0,train,Myoviridae,0.001
MK016497,CP019892,1,train,Siphoviridae,0.001
MH020249,CP014567,0,train,Podoviridae,0.001
JF937109,CP018657,0,train,Siphoviridae,0.001
NC_028795,NZ_LR215978,0,train,Siphoviridae,0.001
NC_025453,NZ_UGJA01000003,1,train,Myoviridae,0.001
NC_028951,NBTS02000002,1,train,Myoviridae,0.001
NC_001706,AP018216,0,train,Myoviridae,0.001
MF189173,LC361338,1,train,Podoviridae,0.001
MF189178,LC361338,1,train,Siphoviridae,0.001
NC_029005,CP012196,0,train,Podoviridae,0.001
KX550443,CP027541,1,train,Podoviridae,0.001
JN699019,CP027541,1,train,Myoviridae,0.001
NC_023737,CP027541,1,train,Myoviridae,0.001
NC_013021,AP017920,0,train,Podoviridae,0.001
NC_016571,CP012831,1,train,Podoviridae,0.001
MH020246,CP023315,0,train,Podoviridae,0.001
KX670786,LC361338,1,train,Podoviridae,0.001
NC_031269,NZ_CP029604,1,train,Myoviridae,0.001
KU998240,NZ_CP029604,1,train,Myoviridae,0.001
NC_021773,NZ_CP023560,1,train,Siphoviridae,0.001
MH338241,CP019668,0,train,Myoviridae,0.001
NC_009604,NZ_KN150799,0,train,Siphoviridae,0.001
NC_031112,NZ_CP029604,1,train,Myoviridae,0.001
NC_022065,CP034433,0,train,Podoviridae,0.001
MF140407,LC361338,1,train,Siphoviridae,0.001
NC_029018,NZ_CM001153,0,train,Myoviridae,0.001
NC_021556,CP012196,0,train,Myoviridae,0.001
KR997929,CP027541,1,train,Siphoviridae,0.001
NC_002666,NZ_AOLS01000062,0,train,Myoviridae,0.001
NC_021537,CP034433,0,train,Myoviridae,0.001
MF668266,CP020358,0,train,Podoviridae,0.001
MH399786,CP027541,1,train,Myoviridae,0.001
NC_023595,NZ_UGJA01000003,1,train,Myoviridae,0.001
NC_016761,NZ_MSEI01000003,0,train,Podoviridae,0.001
MF773750,CP027541,1,train,Siphoviridae,0.001
MH825713,CP027541,1,train,Myoviridae,0.001
KX721256,CP027541,1,train,Podoviridae,0.001
NC_017864,CP012196,0,train,Siphoviridae,0.001
NC_031279,NZ_CP018725,0,train,Podoviridae,0.001
NC_015265,CP019668,1,train,Myoviridae,0.001
MH976506,NZ_CM001889,0,train,Myoviridae,0.001
NC_018281,NZ_CCKZ01000001,0,train,Myoviridae,0.001
NC_028956,NZ_FNOF01000001,0,train,Podoviridae,0.001
KU935730,CP027541,1,train,Podoviridae,0.001
NC_031128,CP030026,1,train,Myoviridae,0.001
MH576961,CP020928,0,train,Myoviridae,0.001
MH651183,CP027541,1,train,Siphoviridae,0.001
MF140433,NZ_JXYE01000002,0,train,Podoviridae,0.001
NC_023859,NZ_AOLH01000002,0,train,Siphoviridae,0.001
KF017927,NZ_KN046795,0,train,Myoviridae,0.001
NC_028879,CP012196,0,train,Podoviridae,0.001
MH399787,NZ_KI421518,0,train,Myoviridae,0.001
MH045563,CP019892,1,train,Podoviridae,0.001
MK392367,NZ_KN046795,0,train,Myoviridae,0.001
KY385380,CP027541,1,train,Podoviridae,0.001
NC_004112,NZ_FNLM01000034,0,train,Siphoviridae,0.001
NC_014649,CP012196,0,train,Siphoviridae,0.001
MH779501,NZ_CP029604,1,train,Myoviridae,0.001
MH450124,CP027541,1,train,Myoviridae,0.001
MH727558,NZ_ATTH01000001,0,train,Siphoviridae,0.001
MH590590,CP019892,1,train,Podoviridae,0.001
MH045568,CP017605,0,train,Siphoviridae,0.001
NC_031028,NZ_JNYC01000004,0,train,Myoviridae,0.001
NC_023713,CP027541,1,train,Siphoviridae,0.001
MF668277,CP027541,1,train,Podoviridae,0.001
NC_024785,CP014475,0,train,Podoviridae,0.001
MH779516,CP032627,0,train,Podoviridae,0.001
NC_031018,NZ_DF968533,0,train,Siphoviridae,0.001
NC_016071,MH841968,0,train,Myoviridae,0.001
MH399776,CP022426,0,train,Myoviridae,0.001
NC_022966,CP012196,0,train,Siphoviridae,0.001
JF704106,CP027541,1,train,Podoviridae,0.001
NC_028941,NZ_DF968533,0,train,Myoviridae,0.001
NC_010576,CP023558,0,train,Siphoviridae,0.001
NC_022336,CP012196,0,train,Myoviridae,0.001
MF189172,NZ_OCQN01000001,0,train,Myoviridae,0.001
NC_028760,NZ_UWXU01000001,1,train,Siphoviridae,0.001
NC_021298,MH202953,0,train,Podoviridae,0.001
KX534004,CP027541,1,train,Myoviridae,0.001
NC_030907,NZ_FNRZ01000004,1,train,Myoviridae,0.001
KM402757,CP027541,1,train,Podoviridae,0.001
MG925339,NZ_MIGA01000001,0,train,Siphoviridae,0.001
NC_028861,NREQ02000002,0,train,Podoviridae,0.001
NC_021799,CP012196,0,train,Siphoviridae,0.001
JF937105,CP014324,0,train,Siphoviridae,0.001
NC_014901,CP027541,1,train,Myoviridae,0.001
NC_029044,CP027541,1,train,Myoviridae,0.001
JF704099,RXKE01000007,0,train,Podoviridae,0.001
NC_031099,CP020451,0,train,Siphoviridae,0.001
KX576647,CP027541,1,train,Myoviridae,0.001
NC_031279,CP014324,0,train,Podoviridae,0.001
NC_022052,LR134359,0,train,Myoviridae,0.001
NC_011612,NZ_CP023560,1,train,Podoviridae,0.001
KX781992,NZ_CCKZ01000001,0,train,Myoviridae,0.001
NC_004112,NZ_LR215978,0,train,Siphoviridae,0.001
MH926062,CP027541,1,train,Myoviridae,0.001
KT281789,NC_010163,0,train,Myoviridae,0.001
MH697581,NZ_JYNI01000003,0,train,Myoviridae,0.001
NC_010147,CP035765,0,train,Podoviridae,0.001
NC_026603,CP027541,1,train,Myoviridae,0.001
JF704111,CP027541,1,train,Siphoviridae,0.001
MK359359,CP027541,1,train,Podoviridae,0.001
JX649098,CP027541,1,train,Siphoviridae,0.001
MK061409,NZ_GL622183,0,train,Myoviridae,0.001
NC_028661,NVTK01000009,0,train,Myoviridae,0.001
NC_031068,NZ_QEKR01000001,1,train,Siphoviridae,0.001
MH271301,CP019892,1,train,Myoviridae,0.001
MH271305,NZ_CP029604,1,train,Podoviridae,0.001
NC_015721,CP012196,0,train,Siphoviridae,0.001
NC_031080,NZ_LT961733,0,train,Podoviridae,0.001
NC_038371,MH286069,1,train,Podoviridae,0.001
NC_023603,CP020369,0,train,Podoviridae,0.001
MK112536,CP027541,1,train,Siphoviridae,0.001
MK305889,NZ_CP029604,1,train,Myoviridae,0.001
MG925351,CP027541,1,train,Podoviridae,0.001
MH155864,CP027541,1,train,Myoviridae,0.001
MK524523,CP027541,1,train,Siphoviridae,0.001
MH450129,NZ_CP029604,1,train,Siphoviridae,0.001
MG872831,CP027541,1,train,Podoviridae,0.001
NC_011976,CP030026,1,train,Siphoviridae,0.001
JF704102,CP027541,1,train,Myoviridae,0.001
NC_022987,CP009885,1,train,Podoviridae,0.001
MF140418,LC361338,1,train,Myoviridae,0.001
MK433272,NZ_CP029604,1,train,Siphoviridae,0.001
KY213952,CP027541,1,train,Myoviridae,0.001
NC_031920,NZ_CM001153,0,train,Siphoviridae,0.001
NC_001365,CP012196,0,train,Podoviridae,0.001
NC_019453,CP023315,1,train,Podoviridae,0.001
NC_011044,MF925712,0,train,Myoviridae,0.001
KM652554,QLNP01000098,0,train,Podoviridae,0.001
MH825700,NZ_LT629770,1,train,Myoviridae,0.001
NC_005356,CP014201,0,train,Podoviridae,0.001
JF704094,NJFC02000001,0,train,Siphoviridae,0.001
KU998255,NZ_AEUD01000001,1,train,Podoviridae,0.001
NC_019813,CP012196,0,train,Myoviridae,0.001
NC_004084,CP012196,0,train,Myoviridae,0.001
MH910039,NZ_KV917376,0,train,Siphoviridae,0.001
NC_028953,NC_010163,0,train,Myoviridae,0.001
JQ512844,QLNP01000098,0,train,Myoviridae,0.001
NC_029008,CP012196,0,train,Myoviridae,0.001
NC_009820,NC_002771,0,train,Siphoviridae,0.001
KX648391,CP027541,1,train,Myoviridae,0.001
JN020143,CP027541,1,train,Siphoviridae,0.001
KY549153,NZ_UFTQ01000001,0,train,Podoviridae,0.001
MK310140,MH286069,0,train,Siphoviridae,0.001
NC_028099,CP012196,0,train,Siphoviridae,0.001
MF373841,CP027541,1,train,Myoviridae,0.001
MH371120,CP027541,1,train,Siphoviridae,0.001
MK376956,NZ_CP029604,1,train,Myoviridae,0.001
KR080193,CP027541,1,train,Podoviridae,0.001
NC_023577,CP027541,1,train,Siphoviridae,0.001
KX522943,CP027541,1,train,Siphoviridae,0.001
NC_020876,CP027541,1,train,Podoviridae,0.001
KM592966,CP027541,1,train,Myoviridae,0.001
NC_001909,NZ_CM007353,1,train,Myoviridae,0.001
KU647628,LC361338,1,train,Podoviridae,0.001
KX557273,NZ_CP029604,1,train,Podoviridae,0.001
NC_018856,CP012196,0,train,Podoviridae,0.001
MK279871,CP027541,1,train,Myoviridae,0.001
KU160655,CP012831,0,train,Myoviridae,0.001
MK359350,CP027541,1,train,Myoviridae,0.001
MK359307,NZ_ADEZ01000001,0,train,Myoviridae,0.001
KY092481,CP012196,0,train,Podoviridae,0.001
MG518519,QLNP01000098,0,train,Podoviridae,0.001
KU160664,LC361338,1,train,Podoviridae,0.001
KU998242,CP020928,0,train,Siphoviridae,0.001
NC_021343,RXKE01000007,0,train,Siphoviridae,0.001
KX620753,CP030279,1,train,Myoviridae,0.001
NC_007059,NZ_CP023560,1,train,Podoviridae,0.001
KU963261,NZ_JXYE01000002,0,train,Podoviridae,0.001
NC_021308,CP027541,1,train,Siphoviridae,0.001
NC_011344,NZ_CP023560,1,train,Siphoviridae,0.001
NC_018087,CP009257,1,train,Siphoviridae,0.001
NC_024143,CP027541,1,train,Siphoviridae,0.001
MF373842,NZ_SAUP01000001,0,train,Podoviridae,0.001
MG962368,CP027116,0,train,Siphoviridae,0.001
NC_028653,NZ_CP029604,1,train,Siphoviridae,0.001
MG962374,CP027541,1,train,Siphoviridae,0.001
MG839025,CP031023,0,train,Podoviridae,0.001
MH834625,CP019576,0,train,Podoviridae,0.001
NC_004736,CP012196,0,train,Podoviridae,0.001
NC_018843,NZ_KN046823,0,train,Podoviridae,0.001
NC_019528,CP022426,1,train,Myoviridae,0.001
NC_017688,MTZF01000001,0,train,Siphoviridae,0.001
NC_022061,QMJJ01000001,0,train,Myoviridae,0.001
NC_031002,MF925712,0,train,Myoviridae,0.001
NC_028969,CP032410,1,train,Siphoviridae,0.001
MH825706,AP009493,1,train,Podoviridae,0.001
NC_022055,CP027541,1,train,Podoviridae,0.001
NC_027622,CP012196,0,train,Podoviridae,0.001
MG757163,NZ_CM001889,1,train,Siphoviridae,0.001
KX621004,LC361338,1,train,Myoviridae,0.001
NC_031098,CP009257,1,train,Siphoviridae,0.001
MK305893,CP027541,1,train,Myoviridae,0.001
NC_023499,NZ_UFTK01000001,0,train,Myoviridae,0.001
NC_013648,NZ_UGJA01000003,1,train,Podoviridae,0.001
JX649097,MH202953,0,train,Siphoviridae,0.001
NC_009333,NC_000001,1,train,Siphoviridae,0.001
MG198785,CP027541,1,train,Siphoviridae,0.001
JX262376,NZ_CM001889,1,train,Podoviridae,0.001
NC_016655,NZ_CM001149,1,train,Myoviridae,0.001
MH590588,NZ_CP029604,0,train,Siphoviridae,0.001
MF185729,CP027541,1,train,Podoviridae,0.001
MH399778,NZ_FOTC01000001,0,train,Podoviridae,0.001
NC_030945,NZ_ALPT02000001,1,train,Siphoviridae,0.001
NC_007807,CP012196,0,train,Siphoviridae,0.001
NC_020488,CP021427,0,train,Podoviridae,0.001
MF140420,LC361338,1,train,Podoviridae,0.001
MH651184,CP027541,1,train,Podoviridae,0.001
KP027209,CP027541,1,train,Podoviridae,0.001
MH479915,NZ_CP029604,1,train,Siphoviridae,0.001
NC_004688,POWA01000006,0,train,Siphoviridae,0.001
MH669013,NZ_CP029604,1,train,Myoviridae,0.001
NC_010353,LS483339,1,train,Myoviridae,0.001
KX557272,CP022580,0,train,Podoviridae,0.001
KR080197,CP027541,1,train,Siphoviridae,0.001
NC_019913,CP012196,0,train,Myoviridae,0.001
NC_005258,AP009493,0,train,Siphoviridae,0.001
NC_012091,CP032410,0,train,Podoviridae,0.001
NC_019400,CP012196,0,train,Podoviridae,0.001
NC_009603,NZ_QTTZ01000001,1,train,Myoviridae,0.001
NC_008204,NREQ02000002,0,train,Myoviridae,0.001
NC_022973,NZ_GL622183,0,train,Siphoviridae,0.001
MH727560,CP032788,1,train,Podoviridae,0.001
NC_029121,CP022298,0,train,Myoviridae,0.001
NC_029011,CP012196,0,train,Siphoviridae,0.001
JF937097,NZ_BCTM01000001,0,train,Podoviridae,0.001
MG872833,NZ_CM001889,0,train,Myoviridae,0.001
MK279891,CP027541,1,train,Siphoviridae,0.001
NC_029033,NJFC02000001,0,train,Myoviridae,0.001
NC_024147,CP027541,1,train,Podoviridae,0.001
KX620754,NZ_ADEZ01000001,0,train,Myoviridae,0.001
MK359356,NZ_KN150799,0,train,Myoviridae,0.001
MH669010,CP027541,1,train,Myoviridae,0.001
MK359355,CP027541,1,train,Podoviridae,0.001
NC_021062,NZ_FNSA01000003,0,train,Podoviridae,0.001
NC_023009,PEKX01000007,0,train,Podoviridae,0.001
NC_022974,CP012196,0,train,Siphoviridae,0.001
NC_020853,NZ_FOTC01000001,0,train,Siphoviridae,0.001
NC_002747,NZ_CM007353,1,train,Podoviridae,0.001
NC_012091,MTZF01000001,1,train,Podoviridae,0.001
NC_004681,CP014013,0,train,Podoviridae,0.001
NC_016073,CP030026,1,train,Myoviridae,0.001
NC_028889,CP027541,1,train,Myoviridae,0.001
NC_020857,CP012196,0,train,Podoviridae,0.001
KX712236,CP032410,0,train,Podoviridae,0.001
NC_024358,NZ_ALPT02000001,0,train,Myoviridae,0.001
JN006063,CP027541,1,train,Siphoviridae,0.001
MH045558,CP019892,1,train,Podoviridae,0.001
NC_019511,NZ_CP023560,1,train,Siphoviridae,0.001
MF919504,NZ_CP029604,0,train,Myoviridae,0.001
NC_002661,NZ_PETF01000001,0,train,Myoviridae,0.001
NC_028766,NZ_UHFO01000001,0,train,Siphoviridae,0.001
MH045564,CP019892,1,train,Siphoviridae,0.001
KT359365,CP027541,1,train,Siphoviridae,0.001
MG962366,QUAI01000001,1,train,Podoviridae,0.001
NC_023727,CP027541,1,train,Myoviridae,0.001
MG925343,CP019892,1,train,Siphoviridae,0.001
NC_025460,NZ_CP023560,1,train,Podoviridae,0.001
NC_023727,CP019576,0,train,Myoviridae,0.001
NC_029019,NZ_KI421518,0,train,Siphoviridae,0.001
KX702320,AP014565,0,train,Siphoviridae,0.001
MH047632,CP014475,1,train,Myoviridae,0.001
NC_005841,AP014565,1,train,Podoviridae,0.001
NC_015273,NZ_BAFC01000022,0,train,Myoviridae,0.001
NC_020484,NZ_JNIU01000001,1,train,Podoviridae,0.001
MH651179,CP027541,1,train,Podoviridae,0.001
NC_023699,AP014565,0,train,Podoviridae,0.001
MK450434,CP027541,1,train,Siphoviridae,0.001
KX648391,NZ_LT629758,0,train,Myoviridae,0.001
NC_028688,NZ_UWXU01000001,1,train,Siphoviridae,0.001
MK359322,CP027541,1,train,Myoviridae,0.001
NC_028857,NZ_CM001889,0,train,Siphoviridae,0.001
NC_004456,CP014038,1,train,Myoviridae,0.001
NC_004617,NZ_CP023560,1,train,Myoviridae,0.001
NC_028800,NZ_UWXU01000001,1,train,Myoviridae,0.001
KX523125,NREQ02000002,0,train,Podoviridae,0.001
MK279886,LC361338,1,train,Myoviridae,0.001
MH976519,NZ_CP029604,1,train,Myoviridae,0.001
MK524514,MH286069,0,train,Podoviridae,0.001
NC_011271,CP018032,0,train,Podoviridae,0.001
MF919536,CP027541,1,train,Siphoviridae,0.001
NC_005131,NREQ02000002,1,train,Podoviridae,0.001
NC_027341,NZ_CM007353,1,train,Myoviridae,0.001
MF140423,NZ_GL622183,0,train,Myoviridae,0.001
MF347638,NZ_CM001889,1,train,Myoviridae,0.001
NC_028668,NZ_FNRZ01000004,1,train,Podoviridae,0.001
KM677211,CP027541,1,train,Podoviridae,0.001
MG925349,NZ_LT629758,0,train,Podoviridae,0.001
NC_008203,CP020809,1,train,Podoviridae,0.001
MH077585,CP034692,0,train,Myoviridae,0.001
GQ303266,NZ_KN046823,0,train,Myoviridae,0.001
NC_016071,CP018657,1,train,Myoviridae,0.001
MF919540,CP027541,1,train,Podoviridae,0.001
MG925344,NBSQ01000002,0,train,Siphoviridae,0.001
NC_009820,CP027541,1,train,Siphoviridae,0.001
MH576962,NZ_CM001889,1,train,Podoviridae,0.001
NC_020416,NBTS02000002,0,train,Siphoviridae,0.001
NC_031129,RKIY01000003,0,train,Myoviridae,0.001
HM152766,CP027541,1,train,Siphoviridae,0.001
MH399777,CP027541,1,train,Myoviridae,0.001
NC_030925,NZ_LT629739,0,train,Myoviridae,0.001
NC_024206,CP031023,0,train,Siphoviridae,0.001
MH697589,CP019892,1,train,Podoviridae,0.001
MH727554,CP032627,0,train,Myoviridae,0.001
MH834629,NC_011184,0,train,Siphoviridae,0.001
NC_027367,CP012196,0,train,Podoviridae,0.001
MG839027,CP019892,1,train,Siphoviridae,0.001
NC_028796,CP027541,1,train,Siphoviridae,0.001
MK359340,CP027541,1,train,Siphoviridae,0.001
MG593802,NBTS02000002,0,train,Siphoviridae,0.001
NC_005841,CP013922,0,train,Podoviridae,0.001
KJ194580,CP027029,0,train,Myoviridae,0.001
KT438501,NZ_NQJM01000001,0,train,Podoviridae,0.001
MH230875,CP027541,1,train,Podoviridae,0.001
KU998254,NZ_CP029604,1,train,Siphoviridae,0.001
NC_009799,CP012196,0,train,Siphoviridae,0.001
NC_028685,CP032523,1,train,Myoviridae,0.001
JF704107,AP017936,0,train,Myoviridae,0.001
MH576974,CP027541,1,train,Myoviridae,0.001
NC_023561,NZ_ADEZ01000001,0,train,Siphoviridae,0.001
KR337647,CP012196,0,train,Podoviridae,0.001
MK524513,NZ_QEOC01000001,0,train,Siphoviridae,0.001
NC_015466,CP012196,0,train,Myoviridae,0.001
NC_031107,NC_016776,0,train,Myoviridae,0.001
JF937097,CP027541,1,train,Podoviridae,0.001
MK359358,CP027541,1,train,Myoviridae,0.001
KY965063,CP027541,1,train,Siphoviridae,0.001
KX657796,NZ_AOLH01000002,0,train,Siphoviridae,0.001
NC_031007,NZ_NQJM01000001,1,train,Podoviridae,0.001
MH779501,CP027541,0,train,Myoviridae,0.001
MG770215,NZ_CP029604,1,train,Podoviridae,0.001
MH576954,NZ_FNLM01000034,0,train,Myoviridae,0.001
MH051253,CP027541,1,train,Myoviridae,0.001
MH020241,NZ_OCQN01000001,0,train,Myoviridae,0.001
NC_022058,CP027541,1,train,Siphoviridae,0.001
NC_021328,NZ_FOTC01000001,1,train,Siphoviridae,0.001
NC_011551,NZ_QTTZ01000001,0,train,Myoviridae,0.001
NC_002649,NVUC01000001,0,train,Myoviridae,0.001
MH155867,NZ_CCKZ01000001,0,train,Podoviridae,0.001
NC_006940,CP030026,1,train,Siphoviridae,0.001
KX657794,NZ_GG657757,0,train,Myoviridae,0.001
NC_031912,CP012196,0,train,Myoviridae,0.001
MH669006,NZ_JNYC01000004,1,train,Siphoviridae,0.001
JN699018,CP027541,1,train,Podoviridae,0.001
NC_027293,NZ_LT961733,0,train,Siphoviridae,0.001
MK279911,CP014201,0,train,Podoviridae,0.001
MK279912,NZ_CP029604,1,train,Podoviridae,0.001
NC_004821,CP012196,0,train,Myoviridae,0.001
NC_007066,NZ_AOLR01000018,0,train,Podoviridae,0.001
MF668277,NZ_OCQN01000001,0,train,Podoviridae,0.001
MH825701,NZ_KV917376,0,train,Siphoviridae,0.001
NC_026607,QMJJ01000001,0,train,Podoviridae,0.001
MK359366,CP030026,0,train,Myoviridae,0.001
MG757163,NZ_LT629739,0,train,Siphoviridae,0.001
NC_019927,CP012196,0,train,Podoviridae,0.001
NC_016434,NZ_JXYE01000002,0,train,Myoviridae,0.001
KU935726,CP027541,1,train,Siphoviridae,0.001
KP027196,CP027541,1,train,Podoviridae,0.001
MK359334,NZ_UHDY01000002,0,train,Podoviridae,0.001
NC_016565,NZ_CP023560,1,train,Myoviridae,0.001
KU252585,CP032523,0,train,Podoviridae,0.001
MH450122,CP027541,1,train,Myoviridae,0.001
NC_018083,CP020451,0,train,Myoviridae,0.001
NC_028810,CP027541,1,train,Myoviridae,0.001
NC_028812,CP021694,1,train,Podoviridae,0.001
KM677211,CP014567,0,train,Podoviridae,0.001
JF704114,CP027541,1,train,Podoviridae,0.001
NC_028888,NZ_LT629758,0,train,Siphoviridae,0.001
MK359326,CP011458,0,train,Podoviridae,0.001
NC_022328,CP027541,1,train,Podoviridae,0.001
NC_028983,CP012196,0,train,Podoviridae,0.001
MH536824,NZ_UGJA01000003,0,train,Siphoviridae,0.001
NC_028798,CP027541,1,train,Siphoviridae,0.001
MK359322,CP018363,0,train,Myoviridae,0.001
KU160654,CP012831,0,train,Podoviridae,0.001
NC_020484,NZ_QTTZ01000001,0,train,Podoviridae,0.001
NC_022055,NZ_LK391965,0,train,Podoviridae,0.001
NC_015284,CP012196,0,train,Siphoviridae,0.001
NC_023573,NZ_CP023560,1,train,Siphoviridae,0.001
NC_031239,NZ_CP029604,1,train,Myoviridae,0.001
NC_029012,NZ_LR215978,1,train,Podoviridae,0.001
JN412590,CP027541,1,train,Myoviridae,0.001
KT246485,CP027541,1,train,Podoviridae,0.001
NC_031255,NC_002771,0,train,Siphoviridae,0.001
NC_023689,CP019236,0,train,Myoviridae,0.001
NC_022916,CP019668,1,train,Myoviridae,0.001
MH536822,CP027541,1,train,Podoviridae,0.001
MK112534,CP027541,1,train,Myoviridae,0.001
MK359353,CP027541,1,train,Siphoviridae,0.001
MK433279,CP027541,1,train,Myoviridae,0.001
NC_031913,NZ_UHFW01000006,1,train,Myoviridae,0.001
MG593802,NC_011184,0,train,Siphoviridae,0.001
MH338235,CP027541,1,train,Myoviridae,0.001
MG925354,CP027541,1,train,Podoviridae,0.001
KX721255,CP014567,0,train,Myoviridae,0.001
MK524514,NZ_UFTQ01000001,0,train,Podoviridae,0.001
MG925350,CP027541,1,train,Myoviridae,0.001
NC_010808,NZ_CP023560,1,train,Myoviridae,0.001
NC_024203,CP018363,0,train,Podoviridae,0.001
KU160674,LC361338,1,train,Podoviridae,0.001
NC_028680,CP027541,1,train,Podoviridae,0.001
NC_013696,NZ_DF968533,0,train,Podoviridae,0.001
NC_008265,CP019576,1,train,Myoviridae,0.001
KT363731,CP027541,1,train,Podoviridae,0.001
MK305885,NZ_CP029604,1,train,Podoviridae,0.001
KT438501,NZ_UGJA01000003,0,train,Podoviridae,0.001
NC_026602,CP012196,0,train,Myoviridae,0.001
NC_021309,CP027541,1,train,Siphoviridae,0.001
NC_029074,RXKE01000007,1,train,Siphoviridae,0.001
MK279852,QMJJ01000001,0,train,Siphoviridae,0.001
NC_009818,CP012196,0,train,Siphoviridae,0.001
KT281790,CP025095,0,train,Podoviridae,0.001
NC_009447,CP012196,0,train,Siphoviridae,0.001
NC_027342,CP021694,1,train,Podoviridae,0.001
KX683423,CP020369,0,train,Podoviridae,0.001
NC_028804,CP027541,1,train,Siphoviridae,0.001
NC_021533,CP035765,0,train,Podoviridae,0.001
KX557282,NZ_CP029604,1,train,Myoviridae,0.001
MH910040,NZ_JNYC01000004,0,train,Siphoviridae,0.001
NC_027397,CP012196,0,train,Siphoviridae,0.001
KX557281,CM000737,0,train,Podoviridae,0.001
NC_022983,CP027541,1,train,Myoviridae,0.001
MH590604,CP019892,1,train,Myoviridae,0.001
NC_031048,NZ_KN150799,1,train,Podoviridae,0.001
NC_031036,CP017065,1,train,Myoviridae,0.001
KM363597,NZ_JNYC01000004,0,train,Myoviridae,0.001
MK524524,NZ_CM001889,1,train,Siphoviridae,0.001
MK433273,CP027541,1,train,Myoviridae,0.001
NC_028690,CP027541,1,train,Podoviridae,0.001
KX588251,CP027541,1,train,Myoviridae,0.001
MH450117,CP031023,0,train,Podoviridae,0.001
NC_029106,QBMC01000001,0,train,Myoviridae,0.001
NC_029104,CP024679,0,train,Myoviridae,0.001
MH001450,CP027541,1,train,Podoviridae,0.001
MH051255,CP027541,1,train,Siphoviridae,0.001
NC_028746,NZ_CP029289,0,train,Siphoviridae,0.001
MH025890,NZ_CP029604,1,train,Siphoviridae,0.001
MG962376,NZ_AGBZ02000001,0,train,Myoviridae,0.001
MF919514,NZ_CP029604,1,train,Myoviridae,0.001
NC_021301,CP027541,1,train,Podoviridae,0.001
MH727563,RKJP01000005,0,train,Myoviridae,0.001
NC_002661,NZ_UHFO01000001,0,train,Myoviridae,0.001
NC_011055,CP027541,1,train,Myoviridae,0.001
KX592589,KY464958,0,train,Siphoviridae,0.001
NC_024216,CP012196,0,train,Siphoviridae,0.001
MH171096,AP009493,1,train,Podoviridae,0.001
NC_031926,CP012196,0,train,Siphoviridae,0.001
KU160647,POWA01000006,0,train,Podoviridae,0.001
NC_023696,CP019668,0,train,Podoviridae,0.001
NC_023745,CP029760,0,train,Podoviridae,0.001
NC_031246,NZ_UWXU01000001,1,train,Myoviridae,0.001
NC_028744,CP027541,1,train,Podoviridae,0.001
MK524503,CP023483,0,train,Siphoviridae,0.001
KX808132,CP027541,1,train,Siphoviridae,0.001
MH020243,CP027541,1,train,Podoviridae,0.001
MK279900,NZ_CP029604,1,train,Siphoviridae,0.001
MF668267,CP027541,1,train,Siphoviridae,0.001
KR824843,CP027541,1,train,Myoviridae,0.001
NC_026607,AP014565,1,train,Podoviridae,0.001
NC_028930,CP020557,1,train,Siphoviridae,0.001
KY969628,CP014324,0,train,Myoviridae,0.001
JF704101,NZ_LT629758,0,train,Siphoviridae,0.001
MG757158,MH202953,0,train,Podoviridae,0.001
NC_031902,CP030026,1,train,Siphoviridae,0.001
NC_017732,CP033337,0,train,Siphoviridae,0.001
MH825700,CP021694,0,train,Myoviridae,0.001
MF472895,CP027541,1,train,Podoviridae,0.001
NC_025424,CP012196,0,train,Myoviridae,0.001
NC_020876,NZ_UFTK01000001,0,train,Podoviridae,0.001
NC_007066,NZ_CP023560,1,train,Podoviridae,0.001
MH536823,CP019892,1,train,Podoviridae,0.001
MF919491,CP012196,0,train,Podoviridae,0.001
NC_001998,NZ_KE356190,1,train,Podoviridae,0.001
KY083058,CP027541,1,train,Podoviridae,0.001
NC_030932,CP014567,0,train,Siphoviridae,0.001
MK376962,NC_016776,0,train,Siphoviridae,0.001
NC_005340,CP032788,0,train,Podoviridae,0.001
KR080201,CP027541,1,train,Myoviridae,0.001
NC_022334,CP012196,0,train,Myoviridae,0.001
JN006062,CP027541,1,train,Siphoviridae,0.001
NC_026599,CP012196,0,train,Siphoviridae,0.001
KT326768,CP027541,1,train,Siphoviridae,0.001
NC_021538,NZ_AOLR01000018,0,train,Podoviridae,0.001
KF024722,CP027116,0,train,Podoviridae,0.001
KM233454,CP027541,1,train,Siphoviridae,0.001
MF919495,CP027541,1,train,Siphoviridae,0.001
KU865303,NZ_JYNI01000003,0,train,Siphoviridae,0.001
NC_020853,NZ_JXYE01000002,1,train,Siphoviridae,0.001
NC_028904,CP012196,0,train,Myoviridae,0.001
NC_028830,CP005486,1,train,Siphoviridae,0.001
MG925342,CP027541,1,train,Myoviridae,0.001
NC_031229,NZ_CP029604,1,train,Podoviridae,0.001
NC_011589,LT906480,1,train,Siphoviridae,0.001
KT381277,CP027541,1,train,Siphoviridae,0.001
NC_028946,CP027541,1,train,Siphoviridae,0.001
NC_015720,MH841968,0,train,Siphoviridae,0.001
JF937091,CP027541,1,train,Podoviridae,0.001
NC_020880,NZ_AGBZ02000001,0,train,Myoviridae,0.001
NC_027331,CP024679,1,train,Myoviridae,0.001
